Dataset_ID,Batch,Role,Question,Answer,Validator_1,Validator_2,Validator_3,Final_Label,Validation_Agreement
IQ-0325,17,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0326,17,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Weak,Strong,Average,Weak,Majority
IQ-0327,17,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0328,17,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0329,17,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Average,Strong,Strong,Strong,Majority
IQ-0330,17,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0331,17,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0332,17,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Average,Strong,Average,Average,Majority
IQ-0333,17,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0334,17,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Strong,Strong,Unanimous
IQ-0335,17,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Weak,Average,Average,Average,Majority
IQ-0336,17,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Strong,Average,Majority
IQ-0337,17,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0338,17,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Strong,Weak,Average,Strong,Majority
IQ-0339,17,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0340,17,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Strong,Strong,Unanimous
IQ-0341,18,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0342,18,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0343,18,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
